entry_id,win_type(A|S|B1|B2|C),opponent_class(naive|scalar|factory-block-dot|factory-repack|e2e-factory),win_or_loss,alias_note(e.g. Win-S=historical-mislabel-Win-B),locked_wording(L-7),triage(missing_fact|missing_pattern|misselection|physical),objdump_evidence_ptr,named_new_fact_or_pattern_id,closure_status,retest_result_ptr,snapshot
q2_K-repack-gemm-tile-S6-minfold-stackpanel-rvv-vlen128-kernel-axis,B1(★CASE-COMPILER-ASYMMETRY[2026-07-10]-KERNEL-ACCT-WITHDRAWN{1.413x=clang-ours(-O2)-vs-gcc-shipped-_vl128-block-dot-artifact;symmetric-gcc/gcc-remeasure=0.386x(3.6x-reversal->LOSS;Stage1-EVAPORATED T-VALIDITY-STAGE1_rvv F1;gcc 1433-vsetvli vs clang 87/7);SYSTEM-ACCT-retained=clang-domain-codegen-observation[LLVM17-RVV>>gcc15]+allocator/spill-bound;opponent-absence SEPARATE-survives;never-adapt-to-gcc};T3-tile-S6;kernel-axis-register-cliff;spill->0-byte-exact;NOT-sealed-8-gate;NOT-e2e;★RESTORED-M4-CLOSED:byte-exact=integer-exact-vs-mat-quant-oracle(kernel-bit-exact-to-real-dispatch-q8);validated-by-shared-fold(M4-proven-kquant_dmin_bsums_min@q4_K/q5_K);real-dmin!=0;commit-4f765790;NOT-row-quant;vs-opponent-marginal-RESTORED;q2_K-direct-dmin!=0-cert-OWED),factory-block-dot,win(kernel-axis: vs-opponent 0.212x->1.413x LOSS->~41%-lead; A/B tiled/untiled 6.653x[nr64]/5.648x[nr16]; spill 619->7 maxVreg v30 <=32 cliff),T3 format2 register-cliff prediction CONFIRMED (mirror image of q6_K T3 NULL). q2_K reuses the q4_K kquant_dmin_bsums_min fold (has_min) + 2-bit weight decode (cheap); FULL S6 = inline-min-fold i32 bsums stack-panel + S1 h-tile + scale/min i16 stack-panel + on-demand d/dmin. q2_K UNTILED spill 619 is q6_K-like in COUNT but q4_K-like in KIND (the pressure IS the decode-scale/min strips + the idle i32 MIN accumulator = exactly what S6 stages) so it COLLAPSES; NOT e2e (projected pending whole-model verification after K-quant family rollout),"board rvv/VLEN128 core8 2.6GHz gov=perf clang-17 -O2/-O3, q2_K repack GEMM K=2048 nc=512 campaign-canonical fixture: objdump seal spill 619->7 (-98.9%; residual 7 = prologue-only vs2r.v, hot-loop live-value ->0), maxVreg v31->v30 (<=32 cliff REACHED, unlike q6_K which stayed v31), vwmacc 2304 UNCHANGED (byte-exact multiset), textB halved 51014->26968; identical at -O3 (603->7 v30). byte-exact GREEN: silicon verify UNTILED & TILED both INT_mismatch=0, IDENTITY-DUMP o_untiled==o_tiled 0 mismatch (nr64 32768/nr16 8192 floats). A/B tiled/untiled paired cold nr64 N=12 = 6.653x (cv 0.12-0.49%), nr16 N=10 = 5.648x, shape-robust non-overlapping T-N PASS. vs-opponent ggml_vec_dot_q2_K_q8_K block-dot (clean anchor nr64, opp cv 1.14% 24 samples): UNTILED 0.212x (reproduces board-harvest2 ~0.20x LOSS = basis validated) -> TILED 1.413x WIN. [NG-4] NOT a beat: 8 gates unwalked, single core, opponent single-thread block-dot proxy; [L-1] kernel-level. e2e NOT run (projected pending family rollout).",missing_pattern-CLOSED(register-cliff REACHED v30<=32; the q4_K S6 min-fold-family lever TRANSFERS to q2_K; fix = inline-min-fold bsums-panel + h-tile + scale/min stack-panel + on-demand d/dmin; hot-loop spill 619->0 byte-exact),experiments/active/l1-t3-q2k-repack-gemm/objdump_tile_q2k_t3_seal.objdump + tile_q2k_t3_findings.md + tile_q2k_t3_ab.csv,q2K-repack-gemm-S6-register-cliff-HOLDS(min-fold family lever transfers q4_K->q2_K; spill 619->7 v30<=32; parity 0.212->1.413; A/B 6.653x; byte-exact vwmacc 2304 unchanged),"T3-q2_K-S6-HOLDS + M2-40%-CROSSED(C_construct 37->38 = 40.9% >= M2 gate) + register-cliff-prediction-CONFIRMED(mirror of q6_K T3 NULL; the C3' transfer boundary = lever transfers to the kquant_dmin_bsums_min min-fold family [q4_K/q2_K, predict q5_K] NOT to dual-plane-weight q6_K/predict-q3_K); kernel-axis NOT e2e; 8-gate NOT walked [NG-4]/[L-1] LOCKED; single-core; opponent block-dot proxy",experiments/active/l1-t3-q2k-repack-gemm/tile_q2k_t3_ab_nr64.txt + tile_q2k_t3_ab_nr16.txt + MANIFEST.md,PENDING-COMMIT(G3-主线A-T3-q2_K-2026-07-08)
q3_K-repack-gemm-tile-T3-NULL-XFER1-weight-bound-rvv-vlen128-kernel-axis,NULL(T3-tile; XFER-1-validation#1-PREDICTION-HIT; weight-reconstruction-bound; construction-only; byte-exact; NOT-e2e),factory-block-dot,null(kernel-axis: front-door constructed but S6 tiling NULL; vs-opponent 0.176x->0.191x still ~5.2x LOSS; spill 978->894 maxVreg v31 no <=32 cliff),"[XFER-1] validation point #1 = PREDICTION HIT. Predicted NULL (weight-reconstruction-bound like q6_K), measured NULL. q3_K = 3-bit SUBTRACTIVE hmask (2-bit qs | 1-bit hmask, vsub 4) + 16 signed 6-bit scales + NO min -- reuses the q6_K kquant_single_scale_no_min fold WHOLE (framework re-pay 0), only offsets + 3-bit hmask decode leaf net-new. UNTILED spill 978 (q6_K-magnitude ~900, v31 saturated), tiled residual ~894 = the two-plane qs@800|hmask@288 subtractive-weight reconstruction (NOT the decode strips S6 stages); the +8% tiled A/B is a byte-exact scale-panel overhead-shave NOT the register-cliff lever (<=32-vreg cliff NEVER reached, v31->v31 unlike q4_K/q2_K v30). Ships PLAIN construction-only per 更简单者胜. C_construct 38->39, whitelist 12->11.","board rvv/VLEN128 core8 2.6GHz clang-17 -O2/-O3 campaign-canonical fixture: objdump spill UNTILED 978 -> TILED 894 (-8.6%, the panel shaved only the ~84 staged scale strips; ~894 residual = 2048 vand + 2048 vsrl + 1024 vsll/vor/vsub two-plane 3-bit weight reconstruction), maxVreg v31->v31 (<=32 cliff NEVER reached; q4_K/q2_K hit v30), vwmacc 2176 UNCHANGED (byte-exact multiset). byte-exact GREEN: silicon verify UNTILED & TILED both INT_mismatch=0, identity o_untiled==o_tiled 0 mismatch. A/B tiled/untiled +8.0% nr64 / +8.4% nr16 (byte-exact overhead-shave, T-N pass but NOT the cliff lever, order-of-magnitude short of q2_K +565%). vs-opponent ggml_vec_dot_q3_K_q8_K (nr64 opp cv 1.26%): UNTILED 0.176x (reproduces board-harvest2 q3_K 0.176x LOSS) -> TILED 0.191x (still ~5.2x LOSS, +8% does NOT flip; contrast q2_K SAME structure-class 0.21->1.41 WIN). q3_K genuine repack LOSS regime at VLEN128; tiling does not rescue. [NG-4] kernel not beat.","weight-reconstruction-bound(the qs|hmask two-plane 3-bit subtractive reconstruction dominates the ~894 residual spill, NOT the decode-scale strips; the q4_K/q2_K register-cliff min-fold lever does NOT transfer to the no-min hmask family; construction-only ship byte-exact)",experiments/active/l1-t3-q3k-repack-gemm/objdump_tile_q3k_t3_seal.objdump + tile_q3k_t3_findings.md + tile_q3k_t3_ab.csv,q3K-XFER1-validation1-HIT(weight-bound NULL predicted AND confirmed on silicon; spill 978->894 v31 no-cliff; parity 0.176->0.191 still LOSS; the kquant_dmin_bsums_min min-fold register-cliff lever does NOT transfer to the no-min kquant_single_scale_no_min weight-bound family q6_K/q3_K),"T3-q3_K-construction-only(front-door CONSTRUCTED from abstract, C_construct 38->39, whitelist 12->11, [F-EMIT] GREEN, byte-exact vs oracle) + S6-NULL weight-bound(v31 no-cliff, ships PLAIN); [XFER-1] validation#1 PREDICTION-HIT (q3_K 不吃 as pre-registered); q5_K next (pre-registered predict 吃/register-cliff = min-fold family); kernel-axis NOT e2e",experiments/active/l1-t3-q3k-repack-gemm/MANIFEST.md,PENDING-COMMIT(G3-主线A-T3-q3_K-2026-07-08)
q5_K-repack-gemm-tile-T3-S6-HOLDS-XFER1-min-fold-survives-qh-rvv-vlen128-kernel-axis,B1(★CASE-COMPILER-ASYMMETRY[2026-07-10]-KERNEL-ACCT-WITHDRAWN{2.193x=clang-ours(-O2)-vs-gcc-shipped-_generic-UNTUNED-block-dot-artifact;symmetric-gcc/gcc-remeasure=0.775x(2.85x-reversal->LOSS;Stage1-EVAPORATED T-VALIDITY-STAGE1_rvv F2;gcc 2354-vsetvli/525-spill vs clang 71/105);SYSTEM-ACCT-retained=clang-domain-codegen-observation[LLVM17-RVV>>gcc15]+allocator/spill-bound;opponent-absence SEPARATE-survives;never-adapt-to-gcc};T3-tile-S6; XFER-1-validation#2-PREDICTION-HIT; register-cliff-min-fold-survives-qh-plane; <=32-cliff-reached; byte-exact; NOT-e2e;★RESTORED-M4-CLOSED:byte-exact=integer-exact-vs-mat-quant-oracle(kernel-bit-exact-to-real-dispatch-q8)/closer-to-int-exact-than-ggml-own-generic;real-dmin!=0-tensor;commit-4f765790;NOT-row-quant;vs-opponent-marginal-RESTORED),factory-block-dot,win(kernel-axis: vs-opponent 1.547x->2.193x; A/B tiled/untiled +41.7%; spill 155->105 maxVreg v30 <=32 cliff REACHED despite qh plane),"[XFER-1] validation #2 = PREDICTION HIT + the finest-resolution boundary point of the 5 K-quants. q5_K = q4_K nibble | qh 5th-bit inject (A = nibble|(qh_bit<<4)) + dual d/dmin + bsums-min (REUSES q4_K kquant_dmin_bsums_min fold WHOLE, has_min; framework re-pay 0; the ONE generalization = making hasMin and weightQhByteOffset INDEPENDENT so a min-fold family can carry a weight plane). Predicted HOLDS (register-cliff min-fold), measured HOLDS. The min-fold lever DOMINATES + crosses the <=32-vreg cliff (v31->v30, q4_K/q2_K signature) DESPITE the qh weight plane; the qh plane is a SECONDARY residual (~105 leftover spill, degrades-but-does-not-defeat). The lever is keyed to the MIN FOLD, not the weight-decode. NOTE q5_K untiled was ALREADY lean (155 spill, not the 600-900 of q2_K/q6_K) + ALREADY a 1.55x WIN (unlike q2_K un-tiled LOSS), so tiling pushes an already-winning kernel further. C_construct 39->40, whitelist 11->10. COMPLETES the K-quant repack family.","board rvv/VLEN128 core8 2.6GHz clang-17 -O2/-O3 campaign-canonical fixture: objdump spill 155->105 (-32%, -O2; residual ~105 = the qh 5th-bit weight-reconstruction plane the decode-scale/min panel does NOT stage), reload 288->110 (-62%, the throughput lever), maxVreg v31->v30 (<=32 cliff REACHED at BOTH -O2/-O3 = the min-fold HOLDS signature, unlike q6_K/q3_K v31 weight-bound), vwmacc 2240 UNCHANGED (byte-exact multiset). byte-exact GREEN: silicon verify INT_mismatch=0 both + identity 0 mismatch + oracle worst_norm 8.0e-07. A/B tiled/untiled +41.7% nr64 (2.0508->2.9056 GMAC/s cv 0.36-0.50% N=12) / +35.0% nr16, shape-robust non-overlapping T-N PASS. vs-opponent ggml_vec_dot_q5_K_q8_K block-dot (nr64 opp cv 0.35% 24 samples): UNTILED 1.547x (reproduces board-harvest2 ~1.5x vs-UNTUNED) -> TILED 2.193x WIN. [NG-4] kernel not beat (8-gate unwalked, single core, block-dot proxy).",register-cliff-min-fold-survives-qh(the min+bsums accumulator pressure DOMINATES + crosses the <=32 cliff v30; the qh 5th-bit weight plane is a SECONDARY residual ~105 not the dominant pressure; the S6 min-fold lever transfers WHOLE despite a co-resident weight plane; the lever is keyed to the min fold),experiments/active/l1-t3-q5k-repack-gemm/objdump_tile_q5k_t3_seal.objdump + tile_q5k_t3_findings.md + tile_q5k_t3_ab.csv,q5K-XFER1-validation2-HIT(min-fold register-cliff lever SURVIVES the qh 5th-bit weight plane; spill 155->105 v30<=32 cliff reached; parity 1.547->2.193; the lever is keyed to the kquant_dmin_bsums_min fold NOT the weight-decode; a co-resident weight plane costs a residual but does not flip the verdict),"T3-q5_K-S6-HOLDS + ★K-quant-family-COMPLETE(5/5 front-door constructed: q4_K/q6_K/q2_K/q3_K/q5_K) + [XFER-1]-4/4-CONFIRMED(min-fold q4_K/q2_K/q5_K HOLDS, weight-bound q6_K/q3_K NULL; q5_K = finest boundary min-fold survives qh plane as residual); C_construct 40; 吞吐兑现 3->4; kernel-axis NOT e2e; TRIGGERS 族收口大动作(5-format summary + whole-model llama-bench + q4_K 8-gate)",experiments/active/l1-t3-q5k-repack-gemm/MANIFEST.md,PENDING-COMMIT(G3-主线A-T3-q5_K-2026-07-09)
iq4_nl-repack-gemm-frontdoor-tile-NOOP-XFER1-codebook-already-lean-rvv-vlen128-kernel-axis,NULL-NOOP(M2-frontdoor; XFER-1-3rd-category-codebook-already-lean; construction-only; byte-exact; NOT-e2e),factory-block-dot,"n/a(front-door constructed; S6 tiling structural no-op = already at <=32 cliff; codebook-gather memory-based, no register pressure to relieve)","[XFER-1] 3rd category = codebook-gather ALREADY-LEAN (structural no-op, distinct from weight-bound NULL). iq4_nl codebook front-door constructed (framework grows to a 4th decode family +codebook via lowerToRepackGem{v,m}Codebook, reconstructs kvalues_iq4nl[16] from abstract + real vluxei16 gather, 0 vrgather). Board: UNTILED spill 7 / maxVreg v30 (ALREADY at the <=32 cliff), vwmacc=0 (the decode is a vluxei16 MEMORY gather, no idle decode registers to stage) -> S6 tiling has NO register pressure to relieve = structural no-op. Ships PLAIN construction-only. Refines [XFER-1] into a clean 3-category rule: tiling applicability <=> HIGH register pressure from STAGEABLE decode strips (min-fold q4_K/q2_K/q5_K HOLDS; weight-reconstruction-bound q6_K/q3_K NULL; codebook-gather already-lean iq4 no-op). C_construct 40->41, whitelist 10->9.","board rvv/VLEN128 core8 2.6GHz clang-17 -O2/-O3 (read-only tcrv-opt): iq4_nl UNTILED objdump spill 7, maxVreg v30 (already at <=32 cliff, never v31), vlux 64, vwmacc 0 (vluxei16 memory-gather codebook decode). No tiled binary fabricated (tiling is a structural no-op, forecloses the register-cliff lever = nothing to stage). byte-exact: construction-path emit == region-path emit (GEVM zero diff, GEMM only %argN ABI perm), vs iq4_nl oracle. [NG-4] kernel not e2e.","codebook-gather-already-lean(vluxei16 memory-gather, spill 7/v30 already at cliff, NO stageable decode strips, S6 structural no-op; construction-only ship byte-exact = retired direct emitter verbatim)",experiments/active/l1-m2-iq4/objdump_iq4_untiled_seal.objdump + MANIFEST.md,iq4-XFER1-3rd-category(codebook-gather already-lean structural no-op; the [XFER-1] rule GENERALIZES = tiling applicability iff high register pressure from STAGEABLE decode strips; the codebook case is the rule's lower bound = nothing to relieve),"M2-iq4_nl-construction-only(front-door codebook CONSTRUCTED from abstract, C_construct 40->41, whitelist 10->9, [F-EMIT] GREEN, byte-exact vs oracle, 538/538 lit) + framework grows to +codebook (4th decode family); [XFER-1] 3rd-category codebook-already-lean; iq4_xs next (same codebook brick, K-quant 6-bit scale); kernel-axis NOT e2e",experiments/active/l1-m2-iq4/MANIFEST.md,PENDING-COMMIT(G3-M2-iq4_nl-2026-07-09)
iq4_xs-repack-gemm-frontdoor-tile-NOOP-XFER1-codebook-already-lean-rvv-vlen128-kernel-axis,NULL-NOOP(M2-frontdoor; XFER-1-3rd-category-codebook-already-lean; construction-only; byte-exact; NOT-e2e),factory-block-dot,n/a(front-door constructed; S6 tiling structural no-op = already-lean spill 73/v30; completes iq4 codebook pair),"iq4_xs codebook front-door constructed (SUPER-BLOCK QK_K=256 + K-quant-style 6-bit SIGNED per-sub-block scale, no min, reuses the iq4_nl codebook family + real vluxei16 gather, new fold_model codebook_superblock_signed6_no_min). Same [XFER-1] 3rd category as iq4_nl: codebook-gather ALREADY-LEAN (board spill 73/v30 at cliff, memory-gather, no stageable strips) -> S6 tiling structural no-op -> ships PLAIN construction-only. C_construct 41->42, whitelist 9->8. Completes the iq4 codebook pair (iq4_nl+iq4_xs).","board rvv/VLEN128: iq4_xs UNTILED spill 73, maxVreg v30 (already at <=32 cliff), vluxei16 memory-gather codebook decode; no tiled binary (structural no-op). byte-exact: construction-path emit == region-path (verbatim body move) vs iq4_xs oracle. [NG-4] kernel not e2e.",codebook-gather-already-lean(same as iq4_nl; construction-only ship byte-exact),experiments/active/l1-m2-iq4/MANIFEST.md,iq4_xs-XFER1-3rd-category(codebook-gather already-lean; iq4 codebook pair complete),"M2-iq4_xs-construction-only(front-door codebook CONSTRUCTED from abstract, C_construct 41->42, whitelist 9->8, [F-EMIT] GREEN, byte-exact) + iq4 codebook pair COMPLETE; framework stays {q4_0,ternary,K-quant,codebook}; kernel-axis NOT e2e",experiments/active/l1-m2-iq4/MANIFEST.md,PENDING-COMMIT(G3-M2-iq4_xs-2026-07-09)
q4_K-repack-gemm-S6-k1-VLEN256-BOARD-B-kernel-axis-closes-8gate-3-and-5,B1(★CASE-COMPILER-ASYMMETRY[2026-07-10]-SYMMETRIC-CLANG-SURVIVED{k1-shipped-ggml=CLANG-18 NOT gcc[CMakeCache CMAKE_C_COMPILER=clang-18 + build-log clang-diagnostics + .comment-clang-18 + objdump factory _vl256=19-vsetvli/0-spill==our-clang-18-rebuild = 4-proof];orig 'same asymmetry as board A'=FACTUALLY-WRONG(board A/rvv-shipped=gcc-15->evaporated 0.272x vs board B/k1-shipped=clang-18->SURVIVED 3.10x = ONE-DEAD-ONE-ALIVE not-same-asymmetry);3.106x=as-shipped-beat kernel-axis-MICRO NOT-e2e(k1-e2e=separate K1-SEAL line;NO-extrapolation);Stage1 T-VALIDITY-STAGE1_k1 3-way-reproduced ~3.10x};kernel-axis-path-win; board-B k1/VLEN256; closes q4_K [PERF-1] 8-gate ③ dual-board-objdump + ⑤ dual-board-verified; NOT-sealed-8-gate; NOT-e2e;★RESTORED-M4-CLOSED:byte-exact=integer-exact-vs-mat-quant-oracle(kernel-bit-exact-to-real-dispatch-q8)/closer-to-int-exact-than-ggml-own-generic;real-dmin!=0-tensor;commit-4f765790;NOT-row-quant;vs-opponent-marginal-RESTORED),factory-block-dot,win(kernel-axis: k1/VLEN256 median 3.106x vs factory block-dot; ALL 12 rounds >1; NOT-e2e),board-B companion of board-A rvv/VLEN128 1.884x (l1-tile-s6-q4k-repack-gemm),"board k1/SpacemiT-X60/VLEN256(vlenb=32) 8c clang-18.1.8-Bianbu -O2 zfh-march(0 __extendhfsf2 libcall) gov=perf 1.6GHz, cold N=12 iters=20 K=2048 nr=64 nc=512, core7: OUR S6-tiled q4_K repack GEMM (front-door-constructed emitRepackKQuantGemmBodyQ4K; md5 90d454da; REUSED cached export, NO regen) = 3.550 GMAC/s (cv 0.41%) vs factory-dispatched ggml_vec_dot_q4_K_q8_K block-dot (/data/k1build-stock libggml-cpu.so, VLEN256 branch) = 1.146 GMAC/s (cv 0.46%) => median ratio 3.106x IQR[3.096,3.112] min 3.054 max 3.120, ALL 12 rounds>1 (sign-test p=2^-12, non-overlapping). ggml ships NO K-quant repack trait so block-dot IS the factory K-quant mul_mat fallback. gate③ k1 objdump: S6 -O2 spill 81->4, vwmacc=2240 UNCHANGED golden->S6 AND identical to board-A rvv128 (2240), maxVreg v31 (<=32), vtype e8,mf2/e16,m1/e32,m2 = same VLA descriptors as VLEN128 => capability-keyed codegen VLEN-invariant. golden==S6 byte-identical on k1 (int+norm 0 mismatch). [NG-4] kernel-axis prefill-GEMM, not e2e, 8-gate not sealed (② VLEN256-flip-lit + ④ e2e still open); ours=clang-18 vs factory-as-shipped-CLANG-18 [★CASE-COMPILER-ASYMMETRY CORRECTION 2026-07-10: k1 factory ggml IS clang-18 (CMakeCache+objdump 19/0) so this leg = symmetric-clang SURVIVED; 'same asymmetry as board A' self-statement FACTUALLY WRONG -- board A/rvv shipped=gcc-15 (evaporated 0.272x), board B/k1 shipped=clang-18 (survived 3.10x)].",n_a(kernel-axis-win; no gap/triage),experiments/active/kquant-k1-vlen256-kernel-axis-t4a/objdump_k1_seal.objdump + experiments/active/l1-tile-s6-q4k-repack-gemm/objdump_tile_s6_seal.objdump,dual-board-kernel-axis-verified-q4_K(rvv/VLEN128 1.884x + k1/VLEN256 3.106x) + VLEN-invariant-vtype(vwmacc 2240 identical both boards; e8mf2/e16m1/e32m2 same VLA vtype at VLEN128 & VLEN256; repack-locality-vs-blockdot amplifies at VLEN256),"q4_K [PERF-1] 8-gate ③ CLOSED (dual-board objdump: rvv128 + k1 VLEN256) + ⑤ CLOSED (dual-board kernel-axis 1.884x + 3.106x) => 4/8 -> 6/8; remaining ② VLEN256 codegen-flip-lit (lib-side) + ④ e2e (blocked-projection)",experiments/active/kquant-k1-vlen256-kernel-axis-t4a/paired_k1_vlen256.csv + MANIFEST.md,PENDING-COMMIT(G3-主线C-SEL-1-T4a-k1-board-batch-2026-07-09)
q5_K-repack-gemm-k1-VLEN256-BOARD-B-kernel-axis-dual-board,B1(★CASE-COMPILER-ASYMMETRY[2026-07-10]-SYMMETRIC-CLANG-SURVIVED{k1-shipped-ggml=CLANG-18 NOT gcc[4-proof CMakeCache+objdump];orig 'same asymmetry as board A' self-statement FACTUALLY-WRONG(board A/rvv=gcc->evaporated vs board B/k1=clang->survived);1.916x=as-shipped-beat kernel-axis-MICRO NOT-e2e(k1-e2e separate K1-SEAL;NO-extrapolation);Stage1 T-VALIDITY-STAGE1_k1 3-way-reproduced ~1.92x. NB rvv128 2.193x sibling EVAPORATED->0.775x(kernel-acct-withdrawn) => 'dual-board' now k1-ONLY-survives};kernel-axis-path-win; board-B k1/VLEN256; dual-board with rvv128 2.193x; NOT-sealed-8-gate; NOT-e2e;★RESTORED-M4-CLOSED:byte-exact=integer-exact-vs-mat-quant-oracle(kernel-bit-exact-to-real-dispatch-q8)/closer-to-int-exact-than-ggml-own-generic;real-dmin!=0-tensor;commit-4f765790;NOT-row-quant;vs-opponent-marginal-RESTORED),factory-block-dot,win(kernel-axis: k1/VLEN256 median 1.916x vs factory block-dot; ALL 12 rounds >1; NOT-e2e),board-B companion of board-A rvv/VLEN128 2.193x (l1-t3-q5k-repack-gemm),"board k1/VLEN256 8c clang-18.1.8-Bianbu -O2 zfh-march(0 fp16 libcall) gov=perf 1.6GHz, cold N=12 iters=20 K=2048 nr=64 nc=512, core7: OUR q5_K repack GEMM (gemm_q5_K_q8_K.kernel.c md5 ba30ba54; REUSED cached export) = 1.118 GMAC/s (cv 0.46%) vs factory ggml_vec_dot_q5_K_q8_K block-dot = 0.583 GMAC/s (cv 0.26%) => median ratio 1.916x IQR[1.910,1.922] min 1.909 max 1.939, ALL 12>1 (sign-test p=2^-12, non-overlapping). gate③ k1 objdump Q5K -O2: vsetvli=53 spill=151 vwmacc=2240 (byte-exact multiset) maxVreg v31, vtype e16,m1/e8,mf2/e32,m2. [NG-4] kernel-axis prefill-GEMM, not e2e, single-core; ours=clang-18 vs factory-as-shipped-CLANG-18 [★CASE-COMPILER-ASYMMETRY 2026-07-10: k1 factory=clang-18=symmetric-clang SURVIVED; rvv-sibling 2.193x evaporated->0.775x kernel-acct-withdrawn].",n_a(kernel-axis-win),experiments/active/kquant-k1-vlen256-kernel-axis-t4a/objdump_k1_seal.objdump + experiments/active/l1-t3-q5k-repack-gemm/objdump_tile_q5k_t3_seal.objdump,dual-board-kernel-axis-verified-q5_K(rvv/VLEN128 2.193x + k1/VLEN256 1.916x; repack-locality-vs-blockdot holds on both VLENs),q5_K dual-board kernel-axis verified (no formal 8-gate ledger yet; byte-exact rvv identity + dual-board objdump + dual-board kernel-axis WIN); carried alongside q4_K T4a as second format,experiments/active/kquant-k1-vlen256-kernel-axis-t4a/paired_k1_vlen256.csv,PENDING-COMMIT(G3-主线C-SEL-1-T4a-k1-board-batch-2026-07-09)
# [M1 INSTRUCTION-LEVEL EVIDENCE — 2026-07-09 G3-minterm-fix M1 instrumented bisect;append-only,数值不改、行不删,裁决待用户]
# ★裁决输入(未由用户宣布):上方 "★M2c-NARROWED:min-term-VLEN128-bug" 标注的 defect 归因经 M1 逐环 bisect
#   FALSIFIED —— kernel 无缺陷,"5% parity" 是 CERT-HARNESS activation-quant-path 伪影。证据 cell:
#   experiments/active/t4b-m1-minterm-bisect/ (MANIFEST.md + m1_bisect_result.log + m1_probe.cpp + instrument_kernel.py).
# 方法:本地重发射 S6 q4_K kernel md5 90d454da(树 quiescent)-> instrument(纯观测 memory-capture,零向量算改)
#   -> ssh rvv 真 ggml_mul_mat dispatch(banner nr=4 nc=64 nb=2, VLEN128)-> 逐(block,row,col)读 kernel 真中间值.
# 决定性结果(m1_bisect_result.log):
#   (1) q8-FREE: min_int(oracle-weight-min × KERNEL-自己的-bsums) vs kernel v46 = 0 mismatches(两 block 全 row/col)
#       => 两-8-lane-strip min VALUE unpack + bsums pairing + accumulation 结构 CORRECT;d/dmin fp16 = 0 mismatches.
#       ==> half_lanes=8 双-strip min-物化假设 FALSIFIED(bit-exact 证据).
#   (2) ZERO-MODEL: kernel v47 MAIN 与 v46 MIN vs recompute-from-(ggml 自己的 ggml_quantize_mat_q8_K_4x1 q8) = 0/0 mismatches;
#       kernel captured bsums vs ggml mat-quant bsums = 0 => kernel 对其被喂的(mat-quant)激活 q8 计算 q4_K·q8 BIT-EXACT.
#       recompute-from-ROW-q8 mismatches=64/63(kernel 不吃 row-quant).
#   (3) 根因: ggml GEMM-path 激活量化 ggml_quantize_mat_q8_K_4x1(generic) ≠ scalar-path RISC-V arch quantize_row_q8_K(SIMD):
#       qs diffs 780/2048, bsums diffs 64/128. 两成分:(a) 良性 SIGN-FLIP(正-abs-max block riscv d=+1/iscale vs generic
#       −1/iscale;q8·a_d 复原同值;dot 内抵消——q4_K 两项 sign-flip-invariant);(b) ROUND-HALF 分歧(generic nearest_int
#       −63.5→−63 vs RNE −64,~1.5% 半整值)= 真 ±1 q8 噪,主项主导,在近零输出抵消处放大到 ~5-20% 相对(R-vs-F max ABS 12.5 @ F=3662 = 0.34%).
#   objdump 指令级(min-fold): vsetivli zero,8,e32,m2(两-8-lane strip)-> vfmul.vf v30,v6,fa5(dmin·a_d)
#       -> vfmacc.vv v2,v4,v30(main)-> vfnmsac.vv v2,v30,v16(减 dmin·a_d·min_acc)= 正确 min 减法.
#   objdump_evidence_ptr: experiments/active/t4b-m1-minterm-bisect/m1_bisect_result.log(objdump min-fold section)
# 对 M2/M3/M4 的方向:emitter/kernel 无需修;M2c "latent min-term defect" 判据经 M1 推翻为 harness 伪影;
#   re-cert(M3/M4)须以【实际 dispatch q8 = mat-quant】为 oracle(kernel 对之 bit-exact)或 vs ggml 自己的 repack GEMM;
#   ggml mat-quant vs riscv-row-quant 分歧(sign 选择 + round-half)=正交的 ggml-side numerics 问题,非本编译器.
# A-tree 板末 byte-exact restored(GEN deb61a29 / ARCH 99131cf7, pristine .so 860736B, golden=0);无 emitter 源改;confirm-only.
# ############################################################################
# [CASE-MINTERM] 卷宗 — 误诊→逆转→终审 全链 CASE CLOSED (2026-07-09 G3-cert-hardening;append-only,数值不改、行不删,★M4 定案 commit 4f765790)
# 一句话:q4_K/q5_K repack-GEMM 的 "5% min-term VLEN128 bug" 是 CERT-HARNESS 激活量化路径失配伪影,非 kernel 缺陷。
# 全链(逐 commit 指针):
#   ① 误诊(决定性 outcome-b): M2c 真 dispatch 重测判 min fold latent bug(dmin≠0 语料 rel 5–314% + 列-parity
#      0.947/0.637),HYPOTHESIS 归因 VLEN128 两-8-lane-strip(half_lanes=8)min 物化。commit 53666846,
#      cell experiments/active/t4b-m2c-dispatch/m2c_dispatch_result.log。→ 触发全表 M2c-NARROWED 收窄(上方行 26–49)。
#   ② 逆转(ZERO-MODEL bit-exact): M1 逐(block,row,col)instrumented bisect(纯观测、零向量算改)。三决定性证据:
#      (a) q8-FREE: min_int(oracle-weight-min × KERNEL-自己 bsums) vs kernel v46 = 0 mismatch(两 block 全 row/col)
#          + d/dmin fp16 = 0 → half_lanes=8 双-strip 物化假设 FALSIFIED(bit-exact);
#      (b) ZERO-MODEL: kernel v47 MAIN / v46 MIN / bsums vs recompute-from-(ggml 自己 ggml_quantize_mat_q8_K_4x1)
#          = 0/0/0 → kernel 对被喂的 mat-quant 激活 BIT-EXACT;recompute-from-ROW-q8 = 64/63(kernel 不吃 row-quant);
