# [POST-FIX confound-clean rows — 2026-07-05: item4 fcvt-reschedule (commit e7449feb) + 2c q5_K (workflow wodc5u06c). preflight 4/4 (march-complete/libcall-free/same-compiler/fp-match), zfh march, 0 __extendhfsf2 fp16-libcall confound. board+clang-bound (clang-18 k1 / clang-17 rvv; boards lack clang-20). phase = KERNEL-micro-only (e2e pending, likely washes). These are DISTINCT from the STALE step-3 rows above (which were contaminated by the fp16-libcall confound).]
q8_0|q8_0|typed-flat|arity2|micro-fixed,m2-item4,mechanism,constructed-strong,item4 fcvt-reschedule (commit e7449feb); +80/-80 pure statement reschedule; emitc=typed-flat-block-dot-loop-body item4 variant,byte-exact(256/256;worstULP=0;vs-pinned-§1-sep-leftassoc-oracle),lmul=m2/vlen=128,yes(dual-board;fp16-scale fcvt.s.h moved from before integer-core to fold segment like factory;clang -O2 does NOT flatten (contrast 2a vsetvli machine-neutral);0 __extendhfsf2 libcall;0 FMA),n_a,n_a,n_a(item4=reschedule not fill;+11% m1-over-m2 fill DISSOLVED->fcvt-tax-artifact;m1=3621approx=m2=3617),open,ggml factory q8_0 vec_dot (faithful non-packed; quants.c),factory,parity(rvv/VLEN128 has NO emitter-sched tax;item4 neutral;HEAD already tax-free here),n_a(factory==algmatched),open,latency-bound(cache-resident;per-block serial reduce->vmv.x.s->scalar-fold chain),open,open,open,open,open(blocked_by_SEL),measured-confound-clean(preflight 4/4;board+clang-bound clang-18/17 NOT clang-20;phase=micro-only),rvv-openEuler-VLEN128-64c-clang17.0.6-zfh-march-gov=perf-2.6GHz(item4-session),2026-07-05-item4-fcvt-reschedule,commit e7449feb (board raw in commit msg) + gap-log GAP-1/q8_0-item4 + experiments/ondevice-q8_0-mbf/seal/fold_segment_objdump.txt,8e30ea2d*去向=域外-非本轮主账-legacy-pre-§2.1(m2-item4-fcvt-reschedule-post-fix-confound-clean-batch)
q5_K|q5_K|typed-super-block|arity2|micro-fixed,q5_K-e8m2,mechanism,constructed-strong,q5_K first-translate (commit 386d3d4d); emitc=experiments/ondevice-q5_K/kernel_ours.emitc.mlir; frontdoor=q5_K_q8_K block_dot,byte-exact(256/256;worstULP=0;vs-GENERIC-q5_K-oracle;★ours MORE-faithful-than-factory-55/256-worstULP130-coarse-fold),lmul=m2/vlen=128,yes(dual-board;win-lever=deferred-reduce vredsum 0 vs factory 9;headwind=aux8[256] scratch vse8 8 vs factory register-resident 0;0 __extendhfsf2 libcall;opponent=softest K-quant plain intrinsics no vlNNN),n_a,n_a,n_a(q5_K has no LMUL knob;both sides underfill VLEN256),open,experiments/ondevice-q5_K/kernel_factory.c (ggml factory q5_K_q8_K vec_dot; plain intrinsics),factory,0.851x(factory/our=1629.4/1914.6;ours 17.5% SLOWER;LOSS;fast-core: aux8 8-store+256B-readback > deferred-save),n_a(factory==algmatched),open,latency-bound(cache-resident;decode + per-block fold;uarch-sensitive sign flip),open,open,open,open,open(blocked_by_SEL),measured-confound-clean(preflight 4/4;board+clang-bound clang-18/17 NOT clang-20;phase=micro-only),rvv-openEuler-VLEN128-64c-clang17.0.6-glibc2.38-zfh-march-gov=perf-2.6GHz,2026-07-05-2c-q5_K(workflow wodc5u06c),experiments/ondevice-q5_K/rvv_ab_raw.txt + gap-log GAP-1/q5_K-aux8-roundtrip + GAP-1/q5_K-P3-register-resident FALSIFIED,8e30ea2d*去向=域外-非本轮主账-legacy-pre-§2.1(q5_K-e8m2-first-translate-constructed-strong)
# ===== 2026-07-07 lineA-batch1 (HEAD anchor d1a26e4a) — ROOFLINE RE-ANCHOR (rvv/VLEN128). No fresh e2e run this batch; the fresh roofline re-confirms the SEALED rvv q4_0 decode win. =====
# rvv roofline (cores 8-11, clang-17, march rv64gcv): read_single 4.996 / read_agg4c 5.237 GB/s ; int8_peak 41.535 GMACs = 83.071 GOPS ; ridge 15.86 op/byte. read_agg4c 5.237 CROSS-CHECKS the sealed gemm cell's 5.23 GB/s (board-stable ceiling). See experiments/active/roofline/.
# Re-anchored sealed rvv q4_0 e2e (T-N noise-floor rows, HEAD 5c010b2b): decode ours 9.12 t/s -> 9.12*0.582=5.31 GB/s = ~100% of the 5.237 GB/s wall (SATURATED) ; stock 4.72 t/s -> 2.75 GB/s = ~53% of wall (UNDER). => VLEN128 decode WIN 1.91x is BANDWIDTH-BOUND with OURS at the wall / stock under -- the exact VLEN-flip MIRROR of the k1/VLEN256 GAP (there stock at wall, ours under). roofline_class=bandwidth-bound; judgment unchanged, now physically anchored to a fresh same-board ceiling.
# ===== 2026-07-07 lineA-batch2 (pinned HEAD 49ede67d) — rvv/VLEN128 FORMAT MICRO (step4/5): EXPORT DONE + OPPONENT DONE / PAIRED-PERF STALE(export-march-confound). =====
# EXPORT: 8 constructed super-block formats {iq3_s,iq2_s,iq2_xs,iq2_xxs,iq3_xxs,iq4_xs (6 IQ) + tq2_0,tq1_0 (2 TQ TriLM ternary)} EXPORTED at pinned HEAD 49ede67d (cached detached-worktree tcrv-opt/translate; NO main-tree mutation, NO git stash) to valid UCB RISC-V relocatable objects, each carrying its constructed kernel symbol tcrv_emitc_ggml_vec_dot_<fmt>_q8_K_kernel_rvv_<fmt>_q8_K_block_dot (export_provenance.txt). The 2 TQ front-doors were added in d1a26e4a..49ede67d and export cleanly; 6 IQ objects byte-size-match batch#1 (codegen stable across the anchor bump).
# OPPONENT (batch#1 anti-fabrication blocker — NOW CLOSED): the real ggml factory ggml_vec_dot_<fmt>_q8_K for all 8 fmts was LOCATED + assembled from ggml's OWN build (build-vericurve, gcc-12.3.1 -O3 -march=rv64gcv_zfh_zvfh_zicbop_zihintpause; arch/riscv/quants.c.o [vectorized dispatched] + generic quants.c.o for the *_generic fallbacks; ld -r merged, 8/8 DEFINED-T, fp16-libcall-free). NB: the opponent.sh source-recompile path FAILS on this board (clang-17 lacks the tuple intrinsic __riscv_vcreate_v_i8m1_i8m2 that arch/riscv/quants.c needs; gcc-12.3.1 has it) — so the faithful opponent is ggml's own prebuilt object, NOT hand-filled. Opponent gate satisfied.
# PAIRED PERF: BLOCKED this batch by an EXPORT-SIDE march confound — our block-dot object packager emits -march=rv64gcv (NO zfh) [RVVTargetSupportBundle.cpp:1807 baseline / :2214-2215 block-dot family], so the per-block fp16 scale d lowers to a __extendhfsf2 softfloat libcall (objdump: ours iq2_xxs = 1 ref, factory = 0). This is BOTH (a) a hard link blocker (undef __extendhfsf2 + non-PIC HI20 relocs need -no-pie) AND (b) a ONE-SIDED perf confound biased AGAINST us (factory uses hw fcvt.s.h via its zfh march). This is the SAME confound class that STALE-marked the step-3 rows above, but one-sided — so a paired ratio now would be confounded-against-our-own-kernel. Per confound-clean discipline: NOT fabricated. rows below = STALE(export-march-confound). Harness itself is proven (host self-test 12/12 GREEN incl. the 2 new TQ; 8/8 opponent locate; 8x 28-col DRYRUN). FIX (follow-up, lib-side, NOT this batch's touch-set): give the block-dot families a _zfh packager mirroring the repack route's rv64gcv_zvfh, then re-run format_micro_paired.sh (POOL_MIB=256 => working_set 256MB > 3xL3=192MB DRAM-cold; L2_KIB=65536; ROOFLINE_READ_GBS=5.237).
# ===== 2026-07-07 lineA-batch2b (RE-EXPORT pinned HEAD 0ca224f7 = zfh merge) — rvv/VLEN128 FORMAT-MICRO PAIRED PERF: fp16-libcall CONFOUND FIXED, but PAIRED RATIOS >>> INVALID <<< (compiler-asymmetry; see banner). =====
# ############################################################################
# [INVALID — PROTOCOL DEFECT — 2026-07-07 裁决一.1 置顶封禁;数据保留不删,可重测]
# status = INVALID(protocol-defect: compiler-asymmetry). 被 head-to-head 计时的两个 vec_dot
#   由【不同编译器 + 不同优化级】产出:OURS objects = clang-17 -O2(tcrv-translate 导出目标)
#   vs FACTORY objects = gcc-12.3.1 -O3(ggml 自建预制对象,见 perf_result_batch2b_zfh.txt)。
#   ratio = factory/ours 因此把 kernel 质量与 compiler/-O 质量混为一谈,不可作 win/loss 判据。
# 实验宪法(§1:指纹含双方 compiler+flags)要求对手计时双方同工具链;preflight(3)
#   "same-compiler clang-17" 只验了 LINK 编译器,未验两个被计时 vec_dot 目标同源 → 假绿。
# zfh fp16-libcall confound 已修(两侧硬件 fp16)【不能补救本缺陷】—— 编译器不对称是独立的
#   第二个缺陷。故下方 8 行 batch2b(0ca224f7)ratio 全部 INVALID:禁作任何结论/叙事/立项依据。
#   上一轮 "honest 7/8 LOSS + 1 divergent" 叙事【作废】。公平协议要求对称工具链拦假输 ——
#   未对称前不得声称我方 kernel 在 compute-micro 轴输给厂商。
# 不受影响(仍可引用):EXPORT 成功 + OPPONENT-locate(8/8 DEFINED-T)+ correctness 交叉核对
#   (6/8 ours==factory FNV bit-match,含 sealed iq2_xxs/iq3_xxs)—— 那是存在性/数值一致性,非计时。
#   仅 perf ratio / roofline_class-derived win-loss 结论 INVALID。
# 重测(不在本轮 touch-set):双方用【同编译器 + 同 -O + 同 march】重建 vec_dot(都 gcc-O3
#   或都 clang-with-matched-O),再重跑 tools/e2e-harness/board/format_micro_paired.sh。
# 数据不删:8 行 status 字段已 measured-fair-fp16 → INVALID[...],原 measured 备注保留为 prior-measured-note。
# ############################################################################
# [SUPERSEDES the 8 batch2b(49ede67d) STALE(export-march-confound) rows that were here — the export-side march confound is now RESOLVED, so those blocked rows are removed and replaced by measured rows below.]
# FIX LANDED: the block-dot super-block families now package under -march=rv64gcv_zvfh (RVVTargetSupportBundle.cpp:1811/2219) so the per-super-block fp16 scale d lowers to a HARDWARE fcvt.s.h (0 __extendhfsf2 libcall). Re-exported all 8 objects at HEAD 0ca224f7 via the cached detached-worktree tcrv-opt/translate (main tree + build/ untouched; no git stash). Board llvm-objdump-17: every ours object = 0 __extendhfsf2 / 1 fcvt.s.h. Both sides now HARDWARE fp16 => the one-sided confound that STALE-marked the 49ede67d rows is GONE; ratios below are FAIR.
# METHOD: opponent = ggml OWN gcc-12.3.1 objects (arch/riscv/quants.c.o dispatched vec_dot + generic quants.c.o + ggml-base/ggml-quants.c.o quantizers) ld -r merged; 8/8 ggml_vec_dot_<fmt>_q8_K DEFINED-T; 0 fp16 libcall (禁手填). Link: -no-pie (ours non-PIC) -fopenmp + 4 leaf link-stubs (ggml_abort/type_size/type_name/row_size) PROVEN off the timed vec_dot path (0 relocs from any vec_dot symbol => timed code is 100% ggml). paired.sh preflight 4/4 (march-complete[zvfhmin satisfied-by zvfh] / libcall-free / same-compiler clang-17 / VLEN==128). Cache-hygiene: POOL_MIB=256 => working_set ~268MB > 3xL3(64MB)=192MB DRAM-cold; N=12 median+IQR; interleaved cold. ROOFLINE_READ_GBS=5.237 (rvv read wall).
# RESULT (factory/ours; >1 => OURS faster): iq3_s 0.7068 LOSS | iq2_s 0.5815 LOSS | iq2_xs 0.7914 LOSS | iq2_xxs 0.7973 LOSS | iq3_xxs 0.1754 LOSS | iq4_xs 1.4556 ratio>1-but-OUTPUT-DIVERGENT (NOT a clean beat) | tq2_0 0.2442 LOSS | tq1_0 0.2184 LOSS(also divergent). => 7/8 LOSS + 1 divergent-ratio>1; NONE a [PERF-1] eight-gate beat. All latency/compute-bound micro (4-56% of the 5.237 GB/s read ceiling) NOT the bandwidth-bound e2e decode regime. Correctness cross-check: 6/8 ours==factory FNV bit-match on cold-random (incl. both sealed iq2_xxs/iq3_xxs); iq4_xs + tq1_0 DIVERGE (fold-order-or-decode). HONEST READ: on a fair hardware-fp16 footing our constructed super-block decode LOSES to ggml hand-tuned arch/riscv IQ/TQ intrinsics on the compute-bound micro axis; parity/loss reported as-is, no beat claimed. Raw: experiments/active/format-micro-rvv-vlen128/rvv_paired_raw_batch2b_zfh.txt
vec_dot|iq3_s|constructed-super-block-grid|arity2|micro-fixed,iq3_s-q8-k-block-dot,mechanism,constructed-strong,experiments/active/format-micro-rvv-vlen128/export_provenance.txt (re-exported pinned HEAD 0ca224f7 zfh-merge; hw-fp16 fcvt.s.h),xcheck ours==factory FNV bit-match on cold-random (fold-order-identical); full-oracle pending,lmul=n_a(super-block-no-LMUL-knob)/vlen=128,yes(board llvm-objdump-17: 0 __extendhfsf2 / 1 fcvt.s.h hw-fp16-per-block; zfh packager rv64gcv_zvfh @ RVVTargetSupportBundle.cpp:1811/2219),n_a,n_a,n_a(super-block-no-LMUL-knob),open(dual-board-hash-tool-pending),format_micro_opponent.sh_compile->ggml_vec_dot_iq3_s_q8_K@/home/ubuntu/vericurve-rv-lab/llama.cpp,factory,0.7068x(median-ns/block;factory/ours;N=12;oversized-pool:256MiB),n_a(factory==algmatched-for-IQ-grid),pending-board,latency/compute-bound(5%-of-read-ceiling),open,open,open,open,open(blocked_by_SEL),INVALID[protocol-defect:compiler-asymmetry clang-O2-ours(clang-17) vs gcc-O3-factory(gcc-12.3.1);fingerprint-missing-both-sides-compiler+flags;ratio混淆kernel与compiler质量;禁作结论/叙事/立项依据;上轮7of8-LOSS叙事VOID;re-measurable-same-toolchain-both-sides] prior-measured-note:(LOSS ours 1.41x slower; factory/ours=0.7068x; cache-cold wset256MB>3xL3=192MB DRAM; preflight4/4; KERNEL-micro-only-not-e2e),rvv-VLEN128-clang-version-17.0.6-march=rv64gcv_zfh_zvfh_zba_zbb_zbs_zicbop_zihintpause-core8-pool256MiB,2026-07-07-lineA-batch2b-zfh-rerun,tools/e2e-harness/board/format_micro_{opponent.sh;driver.c;paired.sh} + experiments/active/format-micro-rvv-vlen128/rvv_paired_raw_batch2b_zfh.txt,0xa7ac6f6a97893e43*去向=域外-非本轮主账-legacy-pre-§2.1(lineA-batch2b-constructed-super-block-grid·INVALID-compiler-asymmetry[裁决一.1封禁])
vec_dot|iq2_s|constructed-super-block-grid|arity2|micro-fixed,iq2_s-q8-k-block-dot,mechanism,constructed-strong,experiments/active/format-micro-rvv-vlen128/export_provenance.txt (re-exported pinned HEAD 0ca224f7 zfh-merge; hw-fp16 fcvt.s.h),xcheck ours==factory FNV bit-match on cold-random (fold-order-identical); full-oracle pending,lmul=n_a(super-block-no-LMUL-knob)/vlen=128,yes(board llvm-objdump-17: 0 __extendhfsf2 / 1 fcvt.s.h hw-fp16-per-block; zfh packager rv64gcv_zvfh @ RVVTargetSupportBundle.cpp:1811/2219),n_a,n_a,n_a(super-block-no-LMUL-knob),open(dual-board-hash-tool-pending),format_micro_opponent.sh_compile->ggml_vec_dot_iq2_s_q8_K@/home/ubuntu/vericurve-rv-lab/llama.cpp,factory,0.5815x(median-ns/block;factory/ours;N=12;oversized-pool:256MiB),n_a(factory==algmatched-for-IQ-grid),pending-board,latency/compute-bound(19%-of-read-ceiling),open,open,open,open,open(blocked_by_SEL),INVALID[protocol-defect:compiler-asymmetry clang-O2-ours(clang-17) vs gcc-O3-factory(gcc-12.3.1);fingerprint-missing-both-sides-compiler+flags;ratio混淆kernel与compiler质量;禁作结论/叙事/立项依据;上轮7of8-LOSS叙事VOID;re-measurable-same-toolchain-both-sides] prior-measured-note:(LOSS ours 1.72x slower; factory/ours=0.5815x; cache-cold wset256MB>3xL3=192MB DRAM; preflight4/4; KERNEL-micro-only-not-e2e),rvv-VLEN128-clang-version-17.0.6-march=rv64gcv_zfh_zvfh_zba_zbb_zbs_zicbop_zihintpause-core8-pool256MiB,2026-07-07-lineA-batch2b-zfh-rerun,tools/e2e-harness/board/format_micro_{opponent.sh;driver.c;paired.sh} + experiments/active/format-micro-rvv-vlen128/rvv_paired_raw_batch2b_zfh.txt,0xa429d0000817e5b3*去向=域外-非本轮主账-legacy-pre-§2.1(lineA-batch2b-constructed-super-block-grid·INVALID-compiler-asymmetry[裁决一.1封禁])
vec_dot|iq2_xs|constructed-super-block-grid|arity2|micro-fixed,iq2_xs-q8-k-block-dot,mechanism,constructed-strong,experiments/active/format-micro-rvv-vlen128/export_provenance.txt (re-exported pinned HEAD 0ca224f7 zfh-merge; hw-fp16 fcvt.s.h),xcheck ours==factory FNV bit-match on cold-random (fold-order-identical); full-oracle pending,lmul=n_a(super-block-no-LMUL-knob)/vlen=128,yes(board llvm-objdump-17: 0 __extendhfsf2 / 1 fcvt.s.h hw-fp16-per-block; zfh packager rv64gcv_zvfh @ RVVTargetSupportBundle.cpp:1811/2219),n_a,n_a,n_a(super-block-no-LMUL-knob),open(dual-board-hash-tool-pending),format_micro_opponent.sh_compile->ggml_vec_dot_iq2_xs_q8_K@/home/ubuntu/vericurve-rv-lab/llama.cpp,factory,0.7914x(median-ns/block;factory/ours;N=12;oversized-pool:256MiB),n_a(factory==algmatched-for-IQ-grid),pending-board,latency/compute-bound(20%-of-read-ceiling),open,open,open,open,open(blocked_by_SEL),INVALID[protocol-defect:compiler-asymmetry clang-O2-ours(clang-17) vs gcc-O3-factory(gcc-12.3.1);fingerprint-missing-both-sides-compiler+flags;ratio混淆kernel与compiler质量;禁作结论/叙事/立项依据;上轮7of8-LOSS叙事VOID;re-measurable-same-toolchain-both-sides] prior-measured-note:(LOSS ours 1.26x slower; factory/ours=0.7914x; cache-cold wset256MB>3xL3=192MB DRAM; preflight4/4; KERNEL-micro-only-not-e2e),rvv-VLEN128-clang-version-17.0.6-march=rv64gcv_zfh_zvfh_zba_zbb_zbs_zicbop_zihintpause-core8-pool256MiB,2026-07-07-lineA-batch2b-zfh-rerun,tools/e2e-harness/board/format_micro_{opponent.sh;driver.c;paired.sh} + experiments/active/format-micro-rvv-vlen128/rvv_paired_raw_batch2b_zfh.txt,0x66bea62c2a142347*去向=域外-非本轮主账-legacy-pre-§2.1(lineA-batch2b-constructed-super-block-grid·INVALID-compiler-asymmetry[裁决一.1封禁])
vec_dot|iq2_xxs|constructed-super-block-grid|arity2|micro-fixed,iq2_xxs-q8-k-block-dot,mechanism,constructed-strong,experiments/active/format-micro-rvv-vlen128/export_provenance.txt (re-exported pinned HEAD 0ca224f7 zfh-merge; hw-fp16 fcvt.s.h),byte-exact(sealed;silicon-validation-batch-2;ULP=0) + xcheck ours==factory FNV bit-match cold-random,lmul=n_a(super-block-no-LMUL-knob)/vlen=128,yes(board llvm-objdump-17: 0 __extendhfsf2 / 1 fcvt.s.h hw-fp16-per-block; zfh packager rv64gcv_zvfh @ RVVTargetSupportBundle.cpp:1811/2219),n_a,n_a,n_a(super-block-no-LMUL-knob),open(dual-board-hash-tool-pending),format_micro_opponent.sh_compile->ggml_vec_dot_iq2_xxs_q8_K@/home/ubuntu/vericurve-rv-lab/llama.cpp,factory,0.7973x(median-ns/block;factory/ours;N=12;oversized-pool:256MiB),n_a(factory==algmatched-for-IQ-grid),pending-board,latency/compute-bound(8%-of-read-ceiling),open,open,open,open,open(blocked_by_SEL),INVALID[protocol-defect:compiler-asymmetry clang-O2-ours(clang-17) vs gcc-O3-factory(gcc-12.3.1);fingerprint-missing-both-sides-compiler+flags;ratio混淆kernel与compiler质量;禁作结论/叙事/立项依据;上轮7of8-LOSS叙事VOID;re-measurable-same-toolchain-both-sides] prior-measured-note:(LOSS ours 1.25x slower; factory/ours=0.7973x; cache-cold wset256MB>3xL3=192MB DRAM; preflight4/4; KERNEL-micro-only-not-e2e),rvv-VLEN128-clang-version-17.0.6-march=rv64gcv_zfh_zvfh_zba_zbb_zbs_zicbop_zihintpause-core8-pool256MiB,2026-07-07-lineA-batch2b-zfh-rerun,tools/e2e-harness/board/format_micro_{opponent.sh;driver.c;paired.sh} + experiments/active/format-micro-rvv-vlen128/rvv_paired_raw_batch2b_zfh.txt,0xee1a4371fd39c437*去向=域外-非本轮主账-legacy-pre-§2.1(lineA-batch2b-constructed-super-block-grid·INVALID-compiler-asymmetry[裁决一.1封禁])
vec_dot|iq3_xxs|constructed-super-block-grid|arity2|micro-fixed,iq3_xxs-q8-k-block-dot,mechanism,constructed-strong,experiments/active/format-micro-rvv-vlen128/export_provenance.txt (re-exported pinned HEAD 0ca224f7 zfh-merge; hw-fp16 fcvt.s.h),byte-exact(sealed;silicon-validation-batch-2;ULP=0) + xcheck ours==factory FNV bit-match cold-random,lmul=n_a(super-block-no-LMUL-knob)/vlen=128,yes(board llvm-objdump-17: 0 __extendhfsf2 / 1 fcvt.s.h hw-fp16-per-block; zfh packager rv64gcv_zvfh @ RVVTargetSupportBundle.cpp:1811/2219),n_a,n_a,n_a(super-block-no-LMUL-knob),open(dual-board-hash-tool-pending),format_micro_opponent.sh_compile->ggml_vec_dot_iq3_xxs_q8_K@/home/ubuntu/vericurve-rv-lab/llama.cpp,factory,0.1754x(median-ns/block;factory/ours;N=12;oversized-pool:256MiB),n_a(factory==algmatched-for-IQ-grid),pending-board,latency/compute-bound(4%-of-read-ceiling),open,open,open,open,open(blocked_by_SEL),INVALID[protocol-defect:compiler-asymmetry clang-O2-ours(clang-17) vs gcc-O3-factory(gcc-12.3.1);fingerprint-missing-both-sides-compiler+flags;ratio混淆kernel与compiler质量;禁作结论/叙事/立项依据;上轮7of8-LOSS叙事VOID;re-measurable-same-toolchain-both-sides] prior-measured-note:(LOSS ours 5.70x slower; factory/ours=0.1754x; cache-cold wset256MB>3xL3=192MB DRAM; preflight4/4; KERNEL-micro-only-not-e2e),rvv-VLEN128-clang-version-17.0.6-march=rv64gcv_zfh_zvfh_zba_zbb_zbs_zicbop_zihintpause-core8-pool256MiB,2026-07-07-lineA-batch2b-zfh-rerun,tools/e2e-harness/board/format_micro_{opponent.sh;driver.c;paired.sh} + experiments/active/format-micro-rvv-vlen128/rvv_paired_raw_batch2b_zfh.txt,0x57c409b6723bce43*去向=域外-非本轮主账-legacy-pre-§2.1(lineA-batch2b-constructed-super-block-grid·INVALID-compiler-asymmetry[裁决一.1封禁])
vec_dot|iq4_xs|constructed-super-block-grid|arity2|micro-fixed,iq4_xs-q8-k-block-dot,mechanism,constructed-strong,experiments/active/format-micro-rvv-vlen128/export_provenance.txt (re-exported pinned HEAD 0ca224f7 zfh-merge; hw-fp16 fcvt.s.h),xcheck DIVERGENT ours!=factory FNV (fold-order-or-decode diff; reconciliation pending),lmul=n_a(super-block-no-LMUL-knob)/vlen=128,yes(board llvm-objdump-17: 0 __extendhfsf2 / 1 fcvt.s.h hw-fp16-per-block; zfh packager rv64gcv_zvfh @ RVVTargetSupportBundle.cpp:1811/2219),n_a,n_a,n_a(super-block-no-LMUL-knob),open(dual-board-hash-tool-pending),format_micro_opponent.sh_compile->ggml_vec_dot_iq4_xs_q8_K@/home/ubuntu/vericurve-rv-lab/llama.cpp,factory,1.4556x(median-ns/block;factory/ours;N=12;oversized-pool:256MiB),n_a(factory==algmatched-for-IQ-grid),pending-board,latency/compute-bound(56%-of-read-ceiling),open,open,open,open,open(blocked_by_SEL),INVALID[protocol-defect:compiler-asymmetry clang-O2-ours(clang-17) vs gcc-O3-factory(gcc-12.3.1);fingerprint-missing-both-sides-compiler+flags;ratio混淆kernel与compiler质量;禁作结论/叙事/立项依据;上轮7of8-LOSS叙事VOID;re-measurable-same-toolchain-both-sides] prior-measured-note:(ratio>1 1.46x but OUTPUT-DIVERGENT ours!=factory -> NOT a clean beat; reconcile correctness first; cache-cold wset256MB>3xL3; preflight4/4; KERNEL-micro-only),rvv-VLEN128-clang-version-17.0.6-march=rv64gcv_zfh_zvfh_zba_zbb_zbs_zicbop_zihintpause-core8-pool256MiB,2026-07-07-lineA-batch2b-zfh-rerun,tools/e2e-harness/board/format_micro_{opponent.sh;driver.c;paired.sh} + experiments/active/format-micro-rvv-vlen128/rvv_paired_raw_batch2b_zfh.txt,0x8d7f728f596bb503*去向=域外-非本轮主账-legacy-pre-§2.1(lineA-batch2b-constructed-super-block-grid·INVALID-compiler-asymmetry[裁决一.1封禁])
vec_dot|tq2_0|constructed-super-block-grid|arity2|micro-fixed,tq2_0-q8-k-block-dot,mechanism,constructed-strong,experiments/active/format-micro-rvv-vlen128/export_provenance.txt (re-exported pinned HEAD 0ca224f7 zfh-merge; hw-fp16 fcvt.s.h),xcheck ours==factory FNV bit-match on cold-random (fold-order-identical); full-oracle pending,lmul=n_a(super-block-no-LMUL-knob)/vlen=128,yes(board llvm-objdump-17: 0 __extendhfsf2 / 1 fcvt.s.h hw-fp16-per-block; zfh packager rv64gcv_zvfh @ RVVTargetSupportBundle.cpp:1811/2219),n_a,n_a,n_a(super-block-no-LMUL-knob),open(dual-board-hash-tool-pending),format_micro_opponent.sh_compile->ggml_vec_dot_tq2_0_q8_K@/home/ubuntu/vericurve-rv-lab/llama.cpp,factory,0.2442x(median-ns/block;factory/ours;N=12;oversized-pool:256MiB),n_a(factory==algmatched-for-IQ-grid),pending-board,latency/compute-bound(14%-of-read-ceiling),open,open,open,open,open(blocked_by_SEL),INVALID[protocol-defect:compiler-asymmetry clang-O2-ours(clang-17) vs gcc-O3-factory(gcc-12.3.1);fingerprint-missing-both-sides-compiler+flags;ratio混淆kernel与compiler质量;禁作结论/叙事/立项依据;上轮7of8-LOSS叙事VOID;re-measurable-same-toolchain-both-sides] prior-measured-note:(LOSS ours 4.10x slower; factory/ours=0.2442x; cache-cold wset256MB>3xL3=192MB DRAM; preflight4/4; KERNEL-micro-only-not-e2e),rvv-VLEN128-clang-version-17.0.6-march=rv64gcv_zfh_zvfh_zba_zbb_zbs_zicbop_zihintpause-core8-pool256MiB,2026-07-07-lineA-batch2b-zfh-rerun,tools/e2e-harness/board/format_micro_{opponent.sh;driver.c;paired.sh} + experiments/active/format-micro-rvv-vlen128/rvv_paired_raw_batch2b_zfh.txt,0xad50907816a02f17*去向=域外-非本轮主账-legacy-pre-§2.1(lineA-batch2b-constructed-super-block-grid·INVALID-compiler-asymmetry[裁决一.1封禁])
vec_dot|tq1_0|constructed-super-block-grid|arity2|micro-fixed,tq1_0-q8-k-block-dot,mechanism,constructed-strong,experiments/active/format-micro-rvv-vlen128/export_provenance.txt (re-exported pinned HEAD 0ca224f7 zfh-merge; hw-fp16 fcvt.s.h),xcheck DIVERGENT ours!=factory FNV (fold-order-or-decode diff; reconciliation pending),lmul=n_a(super-block-no-LMUL-knob)/vlen=128,yes(board llvm-objdump-17: 0 __extendhfsf2 / 1 fcvt.s.h hw-fp16-per-block; zfh packager rv64gcv_zvfh @ RVVTargetSupportBundle.cpp:1811/2219),n_a,n_a,n_a(super-block-no-LMUL-knob),open(dual-board-hash-tool-pending),format_micro_opponent.sh_compile->ggml_vec_dot_tq1_0_q8_K@/home/ubuntu/vericurve-rv-lab/llama.cpp,factory,0.2184x(median-ns/block;factory/ours;N=12;oversized-pool:256MiB),n_a(factory==algmatched-for-IQ-grid),pending-board,latency/compute-bound(9%-of-read-ceiling),open,open,open,open,open(blocked_by_SEL),INVALID[protocol-defect:compiler-asymmetry clang-O2-ours(clang-17) vs gcc-O3-factory(gcc-12.3.1);fingerprint-missing-both-sides-compiler+flags;ratio混淆kernel与compiler质量;禁作结论/叙事/立项依据;上轮7of8-LOSS叙事VOID;re-measurable-same-toolchain-both-sides] prior-measured-note:(LOSS ours 4.58x slower; ALSO output-divergent ours!=factory; cache-cold wset256MB>3xL3; preflight4/4; KERNEL-micro-only),rvv-VLEN128-clang-version-17.0.6-march=rv64gcv_zfh_zvfh_zba_zbb_zbs_zicbop_zihintpause-core8-pool256MiB,2026-07-07-lineA-batch2b-zfh-rerun,tools/e2e-harness/board/format_micro_{opponent.sh;driver.c;paired.sh} + experiments/active/format-micro-rvv-vlen128/rvv_paired_raw_batch2b_zfh.txt,0x2832bb78ddc6eab7*去向=域外-非本轮主账-legacy-pre-§2.1(lineA-batch2b-constructed-super-block-grid·INVALID-compiler-asymmetry[裁决一.1封禁])
# ===== 2026-07-07 lineA-batch2c (裁决一.3) — rvv/VLEN128 FORMAT-MICRO PAIRED PERF: COMPLIANT SYMMETRIC TOOLCHAIN. SUPERSEDES the 8 batch2b(0ca224f7) INVALID rows above (kept for record; compiler-asymmetry). =====
